day,level,uid,day_formatted,date,number_of_calls,number_of_sms,duration_hours,number_of_deadlines
2013-04-14.8,1.0,u23,2013-04-14,2013-04-14,24.0,24.0,1.8877777777777776,0.0
2013-04-17.19,1.0,u23,2013-04-17,2013-04-17,24.0,24.0,1.9975,0.0
2013-04-20.7,1.0,u23,2013-04-20,2013-04-20,24.0,24.0,2.7555555555555555,0.0
2013-03-29.20,1.0,u15,2013-03-29,2013-03-29,24.0,24.0,8.783333333333333,0.0
2013-03-31.24,1.0,u15,2013-03-31,2013-03-31,24.0,24.0,11.82972222222222,0.0
2013-04-03.26,3.0,u15,2013-04-03,2013-04-03,24.0,24.0,10.447777777777778,0.0
2013-04-05.24,1.0,u15,2013-04-05,2013-04-05,24.0,24.0,6.856111111111111,0.0
2013-04-09.18,1.0,u15,2013-04-09,2013-04-09,24.0,24.0,5.3100000000000005,0.0
2013-04-17.20,1.0,u15,2013-04-17,2013-04-17,12.0,12.0,3.5,0.0
2013-04-01.16,1.0,u46,2013-04-01,2013-04-01,27.0,43.0,8.119444444444445,0.0
2013-04-01.17,2.0,u46,2013-04-01,2013-04-01,27.0,43.0,8.119444444444445,0.0
2013-04-01.18,5.0,u46,2013-04-01,2013-04-01,27.0,43.0,8.119444444444445,0.0
2013-04-01.19,4.0,u46,2013-04-01,2013-04-01,27.0,43.0,8.119444444444445,0.0
2013-04-03.27,4.0,u46,2013-04-03,2013-04-03,50.0,72.0,12.891111111111112,0.0
2013-04-02.13,2.0,u46,2013-04-02,2013-04-02,35.0,102.0,10.186666666666667,0.0
2013-04-05.25,3.0,u46,2013-04-05,2013-04-05,27.0,45.0,11.307777777777778,0.0
2013-04-05.26,1.0,u46,2013-04-05,2013-04-05,27.0,45.0,11.307777777777778,0.0
2013-04-06.16,3.0,u46,2013-04-06,2013-04-06,28.0,43.0,9.021666666666668,0.0
2013-04-06.17,4.0,u46,2013-04-06,2013-04-06,28.0,43.0,9.021666666666668,0.0
2013-04-07.17,3.0,u46,2013-04-07,2013-04-07,26.0,45.0,5.248055555555555,1.0
2013-04-08.23,3.0,u46,2013-04-08,2013-04-08,25.0,55.0,9.67,1.0
2013-04-08.24,4.0,u46,2013-04-08,2013-04-08,25.0,55.0,9.67,1.0
2013-04-12.18,1.0,u46,2013-04-12,2013-04-12,27.0,64.0,8.150833333333333,0.0
2013-04-15.20,3.0,u46,2013-04-15,2013-04-15,27.0,65.0,6.201944444444445,1.0
2013-04-17.21,3.0,u46,2013-04-17,2013-04-17,23.0,42.0,7.328333333333333,0.0
2013-04-26.6,3.0,u46,2013-04-26,2013-04-26,23.0,28.0,7.6475,0.0
2013-04-29.15,3.0,u46,2013-04-29,2013-04-29,28.0,44.0,7.043333333333333,0.0
2013-05-06.6,2.0,u46,2013-05-06,2013-05-06,24.0,36.0,6.583611111111111,0.0
2013-03-30.18,4.0,u25,2013-03-30,2013-03-30,24.0,24.0,4.724444444444445,0.0
2013-03-28.26,4.0,u25,2013-03-28,2013-03-28,15.0,15.0,7.997222222222222,0.0
2013-03-28.27,1.0,u25,2013-03-28,2013-03-28,15.0,15.0,7.997222222222222,0.0
2013-04-01.20,1.0,u25,2013-04-01,2013-04-01,24.0,24.0,4.7652777777777775,0.0
2013-04-01.21,2.0,u25,2013-04-01,2013-04-01,24.0,24.0,4.7652777777777775,0.0
2013-04-03.30,4.0,u25,2013-04-03,2013-04-03,16.0,16.0,8.195,0.0
2013-04-03.31,1.0,u25,2013-04-03,2013-04-03,16.0,16.0,8.195,0.0
2013-04-05.29,1.0,u25,2013-04-05,2013-04-05,15.0,15.0,9.880833333333332,0.0
2013-04-08.26,2.0,u25,2013-04-08,2013-04-08,14.0,14.0,6.032222222222222,1.0
2013-04-09.21,4.0,u25,2013-04-09,2013-04-09,20.0,20.0,2.9691666666666663,0.0
2013-04-16.16,4.0,u25,2013-04-16,2013-04-16,18.0,18.0,3.1719444444444447,0.0
2013-04-03.32,4.0,u44,2013-04-03,2013-04-03,24.0,24.0,2.998333333333333,0.0
2013-04-04.29,5.0,u44,2013-04-04,2013-04-04,24.0,24.0,2.0341666666666667,0.0
2013-04-04.30,4.0,u44,2013-04-04,2013-04-04,24.0,24.0,2.0341666666666667,0.0
2013-04-04.31,1.0,u44,2013-04-04,2013-04-04,24.0,24.0,2.0341666666666667,0.0
2013-04-08.27,2.0,u44,2013-04-08,2013-04-08,24.0,24.0,4.823055555555555,2.0
2013-04-08.28,1.0,u44,2013-04-08,2013-04-08,24.0,24.0,4.823055555555555,2.0
2013-04-08.29,4.0,u44,2013-04-08,2013-04-08,24.0,24.0,4.823055555555555,2.0
2013-04-05.30,4.0,u44,2013-04-05,2013-04-05,24.0,24.0,5.26,0.0
2013-04-05.31,1.0,u44,2013-04-05,2013-04-05,24.0,24.0,5.26,0.0
2013-04-06.19,1.0,u44,2013-04-06,2013-04-06,24.0,24.0,4.220833333333333,0.0
2013-04-06.20,4.0,u44,2013-04-06,2013-04-06,24.0,24.0,4.220833333333333,0.0
2013-04-07.19,1.0,u44,2013-04-07,2013-04-07,24.0,24.0,1.0450000000000002,0.0
2013-04-09.22,4.0,u44,2013-04-09,2013-04-09,24.0,24.0,2.535,0.0
2013-04-09.23,1.0,u44,2013-04-09,2013-04-09,24.0,24.0,2.535,0.0
2013-04-10.18,1.0,u44,2013-04-10,2013-04-10,24.0,24.0,6.325833333333334,0.0
2013-04-10.19,2.0,u44,2013-04-10,2013-04-10,24.0,24.0,6.325833333333334,0.0
2013-04-11.19,1.0,u44,2013-04-11,2013-04-11,24.0,24.0,2.185277777777778,0.0
2013-04-12.20,1.0,u44,2013-04-12,2013-04-12,24.0,24.0,5.383611111111112,0.0
2013-04-15.22,1.0,u44,2013-04-15,2013-04-15,22.0,22.0,0.7505555555555555,2.0
2013-04-15.23,2.0,u44,2013-04-15,2013-04-15,22.0,22.0,0.7505555555555555,2.0
2013-04-13.13,1.0,u44,2013-04-13,2013-04-13,24.0,24.0,3.350833333333333,0.0
2013-04-13.14,2.0,u44,2013-04-13,2013-04-13,24.0,24.0,3.350833333333333,0.0
2013-04-18.18,1.0,u44,2013-04-18,2013-04-18,24.0,24.0,1.3447222222222222,0.0
2013-04-20.8,1.0,u44,2013-04-20,2013-04-20,24.0,24.0,3.1358333333333333,0.0
2013-04-21.5,1.0,u44,2013-04-21,2013-04-21,24.0,24.0,3.1175,0.0
2013-04-22.8,2.0,u44,2013-04-22,2013-04-22,24.0,24.0,5.883611111111111,2.0
2013-04-25.5,1.0,u44,2013-04-25,2013-04-25,24.0,24.0,2.463888888888889,0.0
2013-04-23.13,4.0,u44,2013-04-23,2013-04-23,24.0,24.0,2.330833333333333,0.0
2013-04-23.14,1.0,u44,2013-04-23,2013-04-23,24.0,24.0,2.330833333333333,0.0
2013-04-26.7,1.0,u44,2013-04-26,2013-04-26,24.0,24.0,5.014444444444445,0.0
2013-04-27.2,1.0,u44,2013-04-27,2013-04-27,24.0,24.0,2.955833333333333,0.0
2013-04-29.16,1.0,u44,2013-04-29,2013-04-29,24.0,24.0,7.391388888888889,1.0
2013-04-29.17,3.0,u44,2013-04-29,2013-04-29,24.0,24.0,7.391388888888889,1.0
2013-04-30.9,3.0,u44,2013-04-30,2013-04-30,24.0,24.0,5.155555555555556,1.0
2013-04-30.10,1.0,u44,2013-04-30,2013-04-30,24.0,24.0,5.155555555555556,1.0
2013-05-01.7,1.0,u44,2013-05-01,2013-05-01,24.0,24.0,4.313611111111111,0.0
2013-05-02.4,1.0,u44,2013-05-02,2013-05-02,24.0,24.0,2.562777777777778,0.0
2013-05-03.7,1.0,u44,2013-05-03,2013-05-03,24.0,24.0,4.645277777777777,0.0
2013-05-06.7,1.0,u44,2013-05-06,2013-05-06,23.0,23.0,1.3655555555555554,1.0
2013-05-06.8,4.0,u44,2013-05-06,2013-05-06,23.0,23.0,1.3655555555555554,1.0
2013-05-08.7,1.0,u44,2013-05-08,2013-05-08,24.0,24.0,4.677222222222222,0.0
2013-05-08.8,3.0,u44,2013-05-08,2013-05-08,24.0,24.0,4.677222222222222,0.0
2013-05-14.2,1.0,u44,2013-05-14,2013-05-14,24.0,24.0,3.3922222222222222,0.0
2013-05-05.1,1.0,u44,2013-05-05,2013-05-05,24.0,24.0,1.7294444444444446,0.0
2013-05-04,1.0,u44,2013-05-04,2013-05-04,24.0,24.0,0.0280555555555555,0.0
2013-05-15.3,4.0,u44,2013-05-15,2013-05-15,24.0,24.0,3.4202777777777778,1.0
2013-05-15.4,3.0,u44,2013-05-15,2013-05-15,24.0,24.0,3.4202777777777778,1.0
2013-05-16.3,4.0,u44,2013-05-16,2013-05-16,24.0,24.0,1.9994444444444444,0.0
2013-05-07.6,1.0,u44,2013-05-07,2013-05-07,24.0,24.0,0.9827777777777778,1.0
2013-05-09.6,1.0,u44,2013-05-09,2013-05-09,24.0,24.0,1.101111111111111,0.0
2013-05-12.2,1.0,u44,2013-05-12,2013-05-12,24.0,24.0,0.5322222222222223,0.0
2013-05-12.3,4.0,u44,2013-05-12,2013-05-12,24.0,24.0,0.5322222222222223,0.0
2013-05-13,1.0,u44,2013-05-13,2013-05-13,24.0,24.0,0.6358333333333334,1.0
2013-05-19.5,1.0,u44,2013-05-19,2013-05-19,27.0,27.0,1.7197222222222222,0.0
2013-05-17.3,4.0,u44,2013-05-17,2013-05-17,24.0,24.0,4.473611111111111,0.0
2013-05-18.5,1.0,u44,2013-05-18,2013-05-18,24.0,24.0,1.6452777777777776,0.0
2013-05-20.3,1.0,u44,2013-05-20,2013-05-20,24.0,24.0,2.4169444444444443,0.0
2013-05-22.1,1.0,u44,2013-05-22,2013-05-22,24.0,24.0,2.7344444444444447,0.0
2013-05-23.4,1.0,u44,2013-05-23,2013-05-23,24.0,24.0,1.7044444444444444,0.0
2013-05-24.2,1.0,u44,2013-05-24,2013-05-24,24.0,24.0,4.444444444444445,0.0
2013-05-27.3,2.0,u44,2013-05-27,2013-05-27,24.0,24.0,6.211111111111111,0.0
2013-03-27.20,4.0,u18,2013-03-27,2013-03-27,24.0,24.0,6.989722222222222,0.0
2013-03-27.20,4.0,u18,2013-03-27,2013-03-27,24.0,24.0,6.989722222222222,0.0
2013-03-29.23,1.0,u18,2013-03-29,2013-03-29,24.0,24.0,6.728888888888889,0.0
2013-04-03.33,1.0,u18,2013-04-03,2013-04-03,24.0,24.0,6.42,0.0
2013-04-08.30,1.0,u18,2013-04-08,2013-04-08,24.0,24.0,6.412222222222222,1.0
2013-04-05.32,1.0,u18,2013-04-05,2013-04-05,24.0,24.0,6.095277777777778,1.0
2013-04-09.24,1.0,u18,2013-04-09,2013-04-09,24.0,24.0,4.2091666666666665,0.0
2013-04-19.5,1.0,u18,2013-04-19,2013-04-19,24.0,24.0,,1.0
2013-04-21.6,1.0,u18,2013-04-21,2013-04-21,24.0,24.0,4.520833333333333,0.0
2013-04-30.11,3.0,u18,2013-04-30,2013-04-30,24.0,24.0,,1.0
2013-03-29.24,3.0,u49,2013-03-29,2013-03-29,21.0,68.0,5.146388888888889,2.0
2013-03-30.19,3.0,u49,2013-03-30,2013-03-30,24.0,74.0,3.999444444444445,0.0
2013-03-31.27,3.0,u49,2013-03-31,2013-03-31,26.0,55.0,4.908055555555555,0.0
2013-03-31.28,1.0,u49,2013-03-31,2013-03-31,26.0,55.0,4.908055555555555,0.0
2013-03-31.29,4.0,u49,2013-03-31,2013-03-31,26.0,55.0,4.908055555555555,0.0
2013-04-01.22,4.0,u49,2013-04-01,2013-04-01,24.0,39.0,1.0463888888888888,2.0
2013-04-02.14,4.0,u49,2013-04-02,2013-04-02,24.0,27.0,3.378055555555556,1.0
2013-04-03.34,3.0,u49,2013-04-03,2013-04-03,23.0,49.0,3.669444444444444,2.0
2013-04-03.35,1.0,u49,2013-04-03,2013-04-03,23.0,49.0,3.669444444444444,2.0
2013-04-04.32,2.0,u49,2013-04-04,2013-04-04,29.0,43.0,2.646388888888889,1.0
2013-04-04.33,4.0,u49,2013-04-04,2013-04-04,29.0,43.0,2.646388888888889,1.0
2013-04-05.33,2.0,u49,2013-04-05,2013-04-05,28.0,39.0,0.5297222222222222,2.0
2013-04-07.20,5.0,u49,2013-04-07,2013-04-07,27.0,25.0,0.8741666666666666,0.0
2013-04-06.21,4.0,u49,2013-04-06,2013-04-06,19.0,29.0,2.766388888888889,0.0
2013-04-06.22,1.0,u49,2013-04-06,2013-04-06,19.0,29.0,2.766388888888889,0.0
2013-04-08.31,2.0,u49,2013-04-08,2013-04-08,31.0,42.0,4.340555555555556,3.0
2013-04-08.32,4.0,u49,2013-04-08,2013-04-08,31.0,42.0,4.340555555555556,3.0
2013-04-09.25,5.0,u49,2013-04-09,2013-04-09,30.0,24.0,1.805,1.0
2013-04-10.20,5.0,u49,2013-04-10,2013-04-10,25.0,44.0,2.7111111111111112,2.0
2013-04-11.20,5.0,u49,2013-04-11,2013-04-11,26.0,26.0,4.970277777777778,1.0
2013-04-13.15,4.0,u49,2013-04-13,2013-04-13,24.0,46.0,,0.0
2013-04-13.16,5.0,u49,2013-04-13,2013-04-13,24.0,46.0,,0.0
2013-04-14.10,4.0,u49,2013-04-14,2013-04-14,23.0,33.0,0.7383333333333334,0.0
2013-04-17.23,4.0,u49,2013-04-17,2013-04-17,34.0,39.0,2.163611111111111,2.0
2013-04-18.19,3.0,u49,2013-04-18,2013-04-18,25.0,37.0,3.4225,2.0
2013-04-18.20,4.0,u49,2013-04-18,2013-04-18,25.0,37.0,3.4225,2.0
2013-04-20.9,1.0,u49,2013-04-20,2013-04-20,22.0,64.0,3.823055555555555,0.0
2013-04-29.18,4.0,u49,2013-04-29,2013-04-29,,,,2.0
2013-05-01.8,4.0,u49,2013-05-01,2013-05-01,,,,2.0
2013-05-10.1,1.0,u49,2013-05-10,2013-05-10,,,,2.0
2013-05-10.2,4.0,u49,2013-05-10,2013-05-10,,,,2.0
2013-05-13.1,1.0,u49,2013-05-13,2013-05-13,24.0,24.0,3.9669444444444446,3.0
2013-05-06.9,4.0,u49,2013-05-06,2013-05-06,,,,2.0
2013-05-04.1,3.0,u49,2013-05-04,2013-05-04,,,,0.0
2013-05-07.7,5.0,u49,2013-05-07,2013-05-07,,,,2.0
2013-05-07.8,3.0,u49,2013-05-07,2013-05-07,,,,2.0
2013-05-18.6,5.0,u49,2013-05-18,2013-05-18,24.0,24.0,2.9833333333333334,0.0
2013-05-18.7,2.0,u49,2013-05-18,2013-05-18,24.0,24.0,2.9833333333333334,0.0
2013-05-19.6,5.0,u49,2013-05-19,2013-05-19,24.0,24.0,10.841666666666669,0.0
2013-05-24.3,4.0,u49,2013-05-24,2013-05-24,26.0,29.0,7.134444444444444,2.0
2013-05-27.4,1.0,u49,2013-05-27,2013-05-27,42.0,66.0,8.028055555555556,2.0
2013-05-30.2,5.0,u49,2013-05-30,2013-05-30,50.0,59.0,10.31638888888889,0.0
2013-05-31,2.0,u49,2013-05-31,2013-05-31,51.0,68.0,9.75388888888889,1.0
2013-03-29.25,1.0,u09,2013-03-29,2013-03-29,24.0,24.0,9.037222222222224,0.0
2013-03-27.21,4.0,u09,2013-03-27,2013-03-27,24.0,24.0,3.7425,0.0
2013-03-27.21,4.0,u09,2013-03-27,2013-03-27,24.0,24.0,3.7425,0.0
2013-03-28.28,4.0,u09,2013-03-28,2013-03-28,24.0,24.0,8.346388888888889,0.0
2013-03-27.22,4.0,u02,2013-03-27,2013-03-27,24.0,85.0,0.205,0.0
2013-03-27.22,4.0,u02,2013-03-27,2013-03-27,24.0,85.0,0.205,0.0
2013-03-29.26,4.0,u02,2013-03-29,2013-03-29,24.0,40.0,4.964166666666666,0.0
2013-03-28.29,1.0,u02,2013-03-28,2013-03-28,24.0,55.0,3.6125,0.0
2013-03-30.20,4.0,u02,2013-03-30,2013-03-30,24.0,49.0,6.880555555555556,0.0
2013-03-31.30,5.0,u02,2013-03-31,2013-03-31,24.0,74.0,7.941944444444444,0.0
2013-04-03.36,1.0,u02,2013-04-03,2013-04-03,24.0,36.0,1.034166666666667,0.0
2013-04-04.34,2.0,u02,2013-04-04,2013-04-04,24.0,59.0,5.042777777777777,0.0
2013-04-05.34,1.0,u02,2013-04-05,2013-04-05,24.0,34.0,4.0888888888888895,0.0
2013-04-08.33,1.0,u02,2013-04-08,2013-04-08,24.0,33.0,7.078055555555555,1.0
2013-04-09.26,1.0,u02,2013-04-09,2013-04-09,24.0,30.0,6.919166666666667,0.0
2013-04-13.17,1.0,u02,2013-04-13,2013-04-13,25.0,59.0,7.422499999999999,0.0
2013-04-17.24,4.0,u02,2013-04-17,2013-04-17,24.0,79.0,9.21638888888889,0.0
2013-04-25.6,1.0,u02,2013-04-25,2013-04-25,24.0,31.0,3.804444444444445,0.0
2013-05-03.8,1.0,u02,2013-05-03,2013-05-03,23.0,25.0,2.401388888888889,0.0
2013-03-28.30,4.0,u31,2013-03-28,2013-03-28,24.0,25.0,7.289722222222222,0.0
2013-03-29.27,5.0,u31,2013-03-29,2013-03-29,24.0,28.0,10.601666666666668,0.0
2013-04-03.37,4.0,u31,2013-04-03,2013-04-03,24.0,29.0,4.378333333333334,0.0
2013-04-05.35,4.0,u31,2013-04-05,2013-04-05,24.0,45.0,4.840833333333333,0.0
2013-03-29.28,2.0,u24,2013-03-29,2013-03-29,24.0,24.0,11.0425,0.0
2013-03-29.29,3.0,u24,2013-03-29,2013-03-29,24.0,24.0,11.0425,0.0
2013-03-29.30,4.0,u24,2013-03-29,2013-03-29,24.0,24.0,11.0425,0.0
2013-03-29.31,1.0,u24,2013-03-29,2013-03-29,24.0,24.0,11.0425,0.0
2013-03-30.21,1.0,u24,2013-03-30,2013-03-30,24.0,24.0,6.956388888888889,0.0
2013-03-30.22,2.0,u24,2013-03-30,2013-03-30,24.0,24.0,6.956388888888889,0.0
2013-04-02.15,4.0,u24,2013-04-02,2013-04-02,24.0,24.0,1.3866666666666667,0.0
2013-04-01.23,2.0,u24,2013-04-01,2013-04-01,24.0,24.0,7.836666666666667,1.0
2013-04-05.36,4.0,u24,2013-04-05,2013-04-05,24.0,24.0,9.557222222222222,0.0
2013-04-06.23,1.0,u24,2013-04-06,2013-04-06,24.0,24.0,9.881944444444445,0.0
2013-04-08.34,1.0,u24,2013-04-08,2013-04-08,24.0,24.0,9.628333333333334,2.0
2013-04-14.11,2.0,u24,2013-04-14,2013-04-14,37.0,73.0,7.623611111111111,0.0
2013-04-14.12,3.0,u24,2013-04-14,2013-04-14,37.0,73.0,7.623611111111111,0.0
2013-04-14.13,1.0,u24,2013-04-14,2013-04-14,37.0,73.0,7.623611111111111,0.0
2013-04-09.27,3.0,u24,2013-04-09,2013-04-09,24.0,24.0,7.366944444444445,0.0
2013-04-09.28,1.0,u24,2013-04-09,2013-04-09,24.0,24.0,7.366944444444445,0.0
2013-04-09.29,2.0,u24,2013-04-09,2013-04-09,24.0,24.0,7.366944444444445,0.0
2013-04-12.21,2.0,u24,2013-04-12,2013-04-12,28.0,42.0,11.52138888888889,0.0
2013-04-12.22,1.0,u24,2013-04-12,2013-04-12,28.0,42.0,11.52138888888889,0.0
2013-04-13.18,1.0,u24,2013-04-13,2013-04-13,25.0,56.0,7.875277777777778,0.0
2013-04-18.21,2.0,u24,2013-04-18,2013-04-18,33.0,34.0,9.11138888888889,0.0
2013-05-13.2,1.0,u24,2013-05-13,2013-05-13,,,,1.0
2013-04-01.24,1.0,u19,2013-04-01,2013-04-01,22.0,22.0,4.797777777777778,0.0
2013-03-27.23,1.0,u19,2013-03-27,2013-03-27,24.0,24.0,3.944722222222222,0.0
2013-03-27.23,1.0,u19,2013-03-27,2013-03-27,24.0,24.0,3.944722222222222,0.0
2013-03-27.24,4.0,u19,2013-03-27,2013-03-27,24.0,24.0,3.944722222222222,0.0
2013-03-27.24,4.0,u19,2013-03-27,2013-03-27,24.0,24.0,3.944722222222222,0.0
2013-03-28.31,1.0,u19,2013-03-28,2013-03-28,24.0,24.0,6.402222222222222,0.0
2013-03-29.32,1.0,u19,2013-03-29,2013-03-29,24.0,24.0,8.575277777777778,0.0
2013-04-02.16,1.0,u19,2013-04-02,2013-04-02,24.0,24.0,6.479722222222222,1.0
2013-04-03.38,1.0,u19,2013-04-03,2013-04-03,24.0,24.0,7.268333333333333,0.0
2013-04-03.39,2.0,u19,2013-04-03,2013-04-03,24.0,24.0,7.268333333333333,0.0
2013-04-04.35,1.0,u19,2013-04-04,2013-04-04,24.0,24.0,6.962222222222223,0.0
2013-04-04.36,2.0,u19,2013-04-04,2013-04-04,24.0,24.0,6.962222222222223,0.0
2013-04-08.35,2.0,u19,2013-04-08,2013-04-08,24.0,24.0,6.695277777777778,1.0
2013-04-06.24,2.0,u19,2013-04-06,2013-04-06,24.0,24.0,7.749166666666666,0.0
2013-04-05.37,1.0,u19,2013-04-05,2013-04-05,24.0,24.0,4.9863888888888885,0.0
2013-04-05.38,2.0,u19,2013-04-05,2013-04-05,24.0,24.0,4.9863888888888885,0.0
2013-04-07.21,3.0,u19,2013-04-07,2013-04-07,24.0,24.0,5.629166666666666,1.0
2013-04-09.30,1.0,u19,2013-04-09,2013-04-09,24.0,24.0,5.1825,1.0
2013-04-09.31,2.0,u19,2013-04-09,2013-04-09,24.0,24.0,5.1825,1.0
2013-04-13.19,2.0,u19,2013-04-13,2013-04-13,22.0,22.0,10.91,0.0
2013-04-12.23,1.0,u19,2013-04-12,2013-04-12,24.0,24.0,4.9158333333333335,0.0
2013-04-10.21,2.0,u19,2013-04-10,2013-04-10,24.0,24.0,7.991944444444444,0.0
2013-04-11.21,2.0,u19,2013-04-11,2013-04-11,24.0,24.0,6.0441666666666665,1.0
2013-04-17.25,2.0,u19,2013-04-17,2013-04-17,24.0,24.0,7.891944444444444,0.0
2013-04-16.17,2.0,u19,2013-04-16,2013-04-16,24.0,24.0,4.809722222222222,2.0
2013-04-14.14,2.0,u19,2013-04-14,2013-04-14,24.0,24.0,9.942777777777778,0.0
2013-04-15.24,1.0,u19,2013-04-15,2013-04-15,24.0,24.0,3.166388888888889,1.0
2013-04-15.25,2.0,u19,2013-04-15,2013-04-15,24.0,24.0,3.166388888888889,1.0
2013-04-18.22,2.0,u19,2013-04-18,2013-04-18,24.0,24.0,7.6075,1.0
2013-04-19.6,1.0,u19,2013-04-19,2013-04-19,24.0,24.0,4.104166666666667,0.0
2013-04-23.15,1.0,u19,2013-04-23,2013-04-23,24.0,24.0,7.0441666666666665,1.0
2013-04-25.7,2.0,u19,2013-04-25,2013-04-25,24.0,24.0,7.159166666666667,1.0
2013-04-26.8,1.0,u19,2013-04-26,2013-04-26,24.0,24.0,4.173055555555555,0.0
2013-04-29.19,3.0,u19,2013-04-29,2013-04-29,24.0,24.0,,0.0
2013-04-29.20,2.0,u19,2013-04-29,2013-04-29,24.0,24.0,,0.0
2013-05-01.9,2.0,u19,2013-05-01,2013-05-01,24.0,24.0,2.3016666666666667,0.0
2013-05-02.5,2.0,u19,2013-05-02,2013-05-02,24.0,24.0,2.210555555555556,1.0
2013-05-03.9,1.0,u19,2013-05-03,2013-05-03,24.0,24.0,,0.0
2013-05-12.4,4.0,u19,2013-05-12,2013-05-12,24.0,24.0,2.1913888888888886,0.0
2013-05-16.4,3.0,u19,2013-05-16,2013-05-16,24.0,24.0,1.051388888888889,0.0
2013-05-16.5,1.0,u19,2013-05-16,2013-05-16,24.0,24.0,1.051388888888889,0.0
2013-05-06.10,1.0,u19,2013-05-06,2013-05-06,24.0,24.0,2.5952777777777776,0.0
2013-05-14.3,1.0,u19,2013-05-14,2013-05-14,24.0,24.0,6.408055555555555,2.0
2013-05-13.3,2.0,u19,2013-05-13,2013-05-13,24.0,24.0,1.9352777777777777,1.0
2013-05-15.5,1.0,u19,2013-05-15,2013-05-15,24.0,24.0,7.832777777777778,0.0
2013-05-15.6,4.0,u19,2013-05-15,2013-05-15,24.0,24.0,7.832777777777778,0.0
2013-05-17.4,3.0,u19,2013-05-17,2013-05-17,24.0,24.0,,0.0
2013-05-18.8,3.0,u19,2013-05-18,2013-05-18,24.0,24.0,,0.0
2013-05-19.7,4.0,u19,2013-05-19,2013-05-19,24.0,24.0,0.0308333333333333,0.0
2013-05-20.4,4.0,u19,2013-05-20,2013-05-20,24.0,24.0,2.663611111111112,0.0
2013-05-20.5,1.0,u19,2013-05-20,2013-05-20,24.0,24.0,2.663611111111112,0.0
2013-05-22.2,1.0,u19,2013-05-22,2013-05-22,24.0,24.0,5.325555555555556,0.0
2013-05-22.3,4.0,u19,2013-05-22,2013-05-22,24.0,24.0,5.325555555555556,0.0
2013-05-24.4,1.0,u19,2013-05-24,2013-05-24,24.0,24.0,4.75,0.0
2013-05-24.5,4.0,u19,2013-05-24,2013-05-24,24.0,24.0,4.75,0.0
2013-05-31.1,5.0,u19,2013-05-31,2013-05-31,24.0,24.0,5.856388888888889,0.0
2013-05-25.3,1.0,u19,2013-05-25,2013-05-25,24.0,24.0,4.894444444444445,0.0
2013-05-25.4,3.0,u19,2013-05-25,2013-05-25,24.0,24.0,4.894444444444445,0.0
2013-05-29.1,4.0,u19,2013-05-29,2013-05-29,24.0,24.0,11.058333333333334,1.0
2013-05-26.1,2.0,u19,2013-05-26,2013-05-26,24.0,24.0,9.490833333333333,0.0
2013-03-29.33,1.0,u47,2013-03-29,2013-03-29,24.0,24.0,4.073055555555555,0.0
2013-05-23.5,4.0,u47,2013-05-23,2013-05-23,24.0,24.0,3.303888888888889,0.0
2013-04-02.17,5.0,u42,2013-04-02,2013-04-02,24.0,24.0,9.559722222222222,1.0
2013-04-03.40,5.0,u42,2013-04-03,2013-04-03,24.0,24.0,8.09138888888889,0.0
2013-04-05.39,4.0,u42,2013-04-05,2013-04-05,24.0,24.0,10.239166666666668,0.0
2013-04-08.36,2.0,u42,2013-04-08,2013-04-08,24.0,24.0,3.7202777777777776,1.0
2013-05-13.4,1.0,u42,2013-05-13,2013-05-13,24.0,24.0,2.733888888888889,1.0
2013-05-15.7,5.0,u42,2013-05-15,2013-05-15,21.0,21.0,6.563888888888889,0.0
2013-03-28.32,4.0,u33,2013-03-28,2013-03-28,24.0,24.0,1.6175000000000002,0.0
2013-03-29.34,1.0,u33,2013-03-29,2013-03-29,24.0,24.0,2.3827777777777777,0.0
2013-03-30.23,1.0,u33,2013-03-30,2013-03-30,24.0,24.0,2.813333333333333,0.0
2013-03-31.31,4.0,u33,2013-03-31,2013-03-31,24.0,24.0,4.265833333333334,0.0
2013-04-01.25,2.0,u33,2013-04-01,2013-04-01,24.0,24.0,6.258611111111111,0.0
2013-04-03.41,2.0,u33,2013-04-03,2013-04-03,24.0,24.0,6.244722222222222,2.0
2013-04-04.37,2.0,u33,2013-04-04,2013-04-04,24.0,24.0,1.7630555555555556,0.0
2013-04-05.40,1.0,u33,2013-04-05,2013-04-05,24.0,24.0,8.77611111111111,0.0
2013-04-06.25,4.0,u33,2013-04-06,2013-04-06,24.0,24.0,3.443888888888889,0.0
2013-04-06.26,1.0,u33,2013-04-06,2013-04-06,24.0,24.0,3.443888888888889,0.0
2013-04-08.37,4.0,u33,2013-04-08,2013-04-08,24.0,24.0,8.836388888888889,1.0
2013-04-09.32,4.0,u33,2013-04-09,2013-04-09,24.0,24.0,4.1525,0.0
2013-04-10.23,1.0,u33,2013-04-10,2013-04-10,24.0,24.0,8.264444444444445,1.0
2013-04-10.24,4.0,u33,2013-04-10,2013-04-10,24.0,24.0,8.264444444444445,1.0
2013-04-11.22,4.0,u33,2013-04-11,2013-04-11,24.0,24.0,7.745,0.0
2013-04-12.24,4.0,u33,2013-04-12,2013-04-12,24.0,24.0,5.380555555555556,0.0
2013-04-12.25,1.0,u33,2013-04-12,2013-04-12,24.0,24.0,5.380555555555556,0.0
2013-04-15.26,4.0,u33,2013-04-15,2013-04-15,24.0,24.0,5.5713888888888885,1.0
